IMEI,Make,Model,Colour,Year,Age,Gender
869716066120578,NISSAN,NP 200,WHITE,2022.0,41.0,Male
869716066122012,VOLKSWAGEN,POLO,WHITE,2021.0,32.0,Male
869716066133050,HYUNDAI,H100 2.6D F/C D/S,WHITE,2023.0,40.0,Male
869716066144032,VOLKSWAGEN,VW 364 - SCIROCCO,RED / ROOI,2012.0,47.0,Male
869716066147829,CHEVROLET,SONIC,SILVER / SILWER,2012.0,59.0,Female
869716067364035,RENAULT,KWID,WHITE,2020.0,58.0,Male
869716067369141,SUZUKI,ERTIGA,WHITE,2023.0,35.0,Female
869716067394016,NISSAN,NP 200,WHITE,2021.0,39.0,Male
869716067443607,SUZUKI,SWIFT 1.2 GA,WHITE,2022.0,48.0,Female
869716067485483,RENAULT,STEPWAY PLUS TURBO 66KW,GREY,2021.0,35.0,Female
869716068416289,MERCEDES- BENZ,C180,SILVER,2011.0,72.0,Male
869716068438978,MAHINDRA,KUV 100 1.2 K2+ NXT,WHITE,2019.0,48.0,Female
869716068444844,HAVAL,H6 GT,WHITE,2023.0,50.0,Female
869716068470773,FORD,RANGER,WHITE / WIT,2013.0,39.0,Female
869716068480491,SUZUKI,CELERIO,WHITE,2019.0,65.0,Male
869716068493742,KIA,PEGAS 1.4 EX,BLUE,2022.0,50.0,Male
860305051153429,NISSAN DIESEL,MAGNITE,RED,2023.0,58.0,Female
860305051195818,CHEVROLET,SPARK,WHITE / WIT,2014.0,65.0,Male
860305051214031,TOYOTA,HILUX 2.8 GD-6 GR-S 4X4 A/T P/U D/C,BLACK,2023.0,,
860305051228627,KIA,K2700,WHITE / WIT,2021.0,48.0,Female
860305051294975,TOYOTA,STARLET 1.4 XI,RED,2022.0,48.0,Female
860305051554014,RENAULT,SANDERO,RED,2020.0,49.0,Male
860305054931045,MERCEDES-BENZ,E 350 CDI BE AVANTGARDE,SILVER,2010.0,47.0,Female
860305054958444,NISSAN,NP 200,WHITE,2023.0,61.0,Male
860305054972643,VW COMMERCIAL,POLO,SILVER,2022.0,32.0,Male
860305054972833,HYUNDAI,I20 IB,RED / ROOI,2017.0,37.0,Female
860305054973575,NISSAN,NP 200,WHITE / WIT,2019.0,46.0,Female
860305054976396,MERCEDES-BENZ,W 205,WHITE / WIT,2015.0,46.0,Female
860305054991668,MAHINDRA,PIK UP 2.2 MHAWK S6 REFRESH P/U S/C,WHITE,2023.0,56.0,Female
860305055015178,HYUNDAI,i10,SILVER / SILWER,2014.0,56.0,Female
860305055024303,TOYOTA,COROLLA,WHITE / WIT,2013.0,43.0,Male
860305055032447,SUZUKI,ERTIGA 1.5 GA,WHITE,2023.0,55.0,Male
860305056127956,FORD,FIESTA,RED / ROOI,2013.0,34.0,Male
860305056139647,TOYOTA,RUNX,GOLD / GOUD,2007.0,46.0,Male
860305056160957,HYUNDAI,i10,WHITE,2017.0,35.0,Female
860305056176938,MERCEDES-BENZ,VITO,WHITE / WIT,2004.0,62.0,Female
860305056180682,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE (5DR),DARK GREY,2021.0,42.0,Female
860305056228341,VOLKSWAGEN,POLO TSI,WHITE,2021.0,39.0,Male
860305056271390,FORD,RANGER,WHITE,2023.0,,
860305056273099,NISSAN,NP200,WHITE,2023.0,,
860305056274600,TOYOTA,RAV 4,GREY,2014.0,66.0,Male
860305056279161,VOLKSWAGEN,POLO,SILVER,2022.0,33.0,Male
860305056294525,NISSAN,MICRA 1.2 VISIA 5DR (D81) (2011 - 2014),RED,2012.0,46.0,Female
860305056296546,TOYOTA,COROLLA,WHITE / WIT,2016.0,45.0,Male
860305056458609,KIA,PICANTO,WHITE,2021.0,34.0,Female
860305056492657,HYUNDAI,H100 2.6D ,WHITE,2018.0,32.0,Male
860305056501739,TOYOTA,ETIOS,SILVER / SILWER,2016.0,41.0,Female
860305056512835,TOYOTA,RUMION,BLUE,2022.0,41.0,Female
860305056530084,VOLKSWAGEN,VW 250 - POLO,SILVER / SILWER,2017.0,72.0,Male
860305056533005,VOLKSWAGEN,VW 240-POLO VIVO,BEIGE / BEIGE,2015.0,41.0,Female
860305056535992,VOLKSWAGEN,POLO,WHITE,2020.0,47.0,Female
860305056544168,SUZUKI,VITARA BREZZA,WHITE,2022.0,59.0,Male
860305056546635,MITSUBISHI,LANCER,GREY,2014.0,41.0,Male
860305056562699,TOYOTA,STARLET,WHITE,2021.0,35.0,Male
860305056567169,CHERY,TIGGO 4 PRO 1.5  URBAN,GREY,2023.0,47.0,Female
860305056584552,ISUZU,D-MAX 1.9 DDI HR L A/T S/C P/U,WHITE,2023.0,46.0,Female
860305056677612,RENAULT,TRIBER,BLUE / BLOU,2021.0,68.0,Male
860305056711601,SUZUKI,ERTIGA,BROWN,2023.0,40.0,Female
860305056731120,HYUNDAI,GRAND I10 AI3,WHITE / WIT,2022.0,41.0,Female
860305056743554,HYUNDAI,I20 IB ACTIVE,WHITE / WIT,2018.0,57.0,Female
860305056774179,TOYOTA,HILUX 2.4 GD6 4X4 RAIDER P/U D/C   (2020 - 2022),WHITE,2022.0,44.0,Male
860305056781158,KIA,PICANTO,WHITE / WIT,2013.0,64.0,Female
860305056781596,AUDI,A4,WHITE,2017.0,35.0,Male
860305056781646,TOYOTA,HILUX,WHITE,2023.0,,
860305056782693,TOYOTA,COROLLA,BRONZE / BRONS,2016.0,58.0,Male
860305056803440,TOYOTA,HILUX,WHITE / WIT,2010.0,53.0,Male
860305056855192,TOYOTA,COROLLA 1.4 PROFESSIONAL,RED,2008.0,64.0,Female
860305056988118,TOYOTA,YARIS T1 3Dr A/C,SILVER,2007.0,35.0,Female
860305057014849,TOYOTA,FORTUNER,WHITE / WIT,2017.0,46.0,Male
860305057022214,CHERY,TIGGO 8 PRO,GREY / GRYS,2022.0,45.0,Male
860305057034524,HYUNDAI,GRAND i10 1.0 MOTION,WHITE,2023.0,42.0,Male
860305057050884,TOYOTA,YARIS,SILVER / SILWER,2019.0,43.0,Female
860305057067136,KIA,PICANTO,WHITE,2016.0,34.0,Female
860305057082267,HYUNDAI,HL760-9S,SILVER,2023.0,36.0,Female
864714060569184,TOYOTA,URBAN CRUISER,SILVER,2023.0,65.0,Male
864714060573152,AUDI,AU 481-A4,WHITE,2014.0,41.0,Female
864714060631000,TOYOTA,HILUX,WHITE,2010.0,41.0,Male
864714060687606,VOLKSWAGEN,POLO 1.6 COMFORTLINE 5DR,WHITE,2014.0,38.0,Male
864714060690246,SUZUKI,SWIFT,ORANGE,2019.0,57.0,Female
864714060707222,MERCEDES- BENZ,GLC 220D 4MATIC,WHITE,2018.0,45.0,Male
864714060707982,RENAULT,KWID,SILVER / SILWER,2020.0,43.0,Male
864714060725695,NISSAN,NP200,WHITE,2020.0,48.0,Male
864714061766904,ISUZU,D-MAX,WHITE,2023.0,60.0,Male
864714061772233,VOLKSWAGEN,POLO TSI,SILVER,2024.0,46.0,Male
864714062357570,SUZUKI,ERTIGA,SILVER,2023.0,58.0,Male
864714067414160,KIA,RIO,BEIGE / BEIGE,2013.0,48.0,Female
868440060000980,NISSAN,NP 200,WHITE / WIT,2015.0,35.0,Male
868440060003984,KIA,K2700,WHITE / WIT,2022.0,32.0,Male
868440060020426,KIA,PICANTO-JA,RED / ROOI,2022.0,51.0,Female
868440060055836,HYUNDAI,TUCSON,WHITE / WIT,2020.0,49.0,Female
868440060095949,SUZUKI,ERTIGA 1.5 GA,BLUE,2023.0,49.0,Female
868440060706065,SUZUKI,DZIRE,WHITE,2023.0,,
868440060726881,VOLKSWAGEN,A4 JETTA,SILVER,2003.0,56.0,Male
868440060728291,RENAULT,CAPTUR 900T DYNAMIQUE 5DR (66KW),BROWN,2020.0,49.0,Female
868440060740791,CHERY,TIGGO 4 PRO,WHITE,2023.0,68.0,Male
868440060790994,KIA,K 2700 WORKHORSE P/U S/C,UNKNOWN,2023.0,39.0,Male
868440060802633,RENAULT,SANDERO,WHITE,2018.0,42.0,Male
868440060809240,VOLKSWAGEN,VW 240-POLO VIVO,BEIGE / BEIGE,2017.0,43.0,Female
868440060820239,VOLKSWAGEN,VW 25X - POLO VIVO,GREY / GRYS,2019.0,45.0,Male
868440060826574,HYUNDAI,TUCSON,SILVER / SILWER,2019.0,54.0,Male
868440060828281,RENAULT,KWID 1.0 DYNAMIQUE 5DR,BLUE,2022.0,32.0,Female
869716064067631,VOLKSWAGEN,VW 216 T-CROSS,BLUE / BLOU,2019.0,37.0,Female
869716064087175,VOLKSWAGEN,VW 25X - POLO VIVO,WHITE / WIT,2023.0,41.0,Male
869716064108575,VOLKSWAGEN,VW 25X - POLO VIVO,SILVER,2018.0,51.0,Female
869716064125322,MAZDA,CX-3 2.0 DYNAMIC A/T,BROWN,2023.0,52.0,Male
869716064127252,TOYOTA,HILUX,SILVER,2023.0,53.0,Male
869716064200554,CHERY,TIGGO 4 PRO,RED,2023.0,58.0,Female
869716064204853,SUZUKI,SWIFT,ORANGE / ORANJE,2021.0,46.0,Male
869716064210991,MITSUBISHI,ECLIPSE CROSS 2.0 GLS  CVT AWD,RED,2023.0,61.0,Female
869716064212666,SUZUKI,SWIFT 1.2 GA,WHITE,2022.0,30.0,Male
869716066006256,TOYOTA,FORTUNER,SILVER,2016.0,51.0,Female
869716066007817,VOLKSWAGEN,VW 240-POLO VIVO,SILVER / SILWER,2015.0,38.0,Male
869716066010217,SUZUKI,ERTIGA,SILVER,2023.0,39.0,Male
869716066036766,HYUNDAI,i20 1.4 FLUID,ORANGE / ORANJE,2019.0,58.0,Female
869716066039935,CHEVROLET,CRUZE,WHITE / WIT,2016.0,30.0,Female
869716066072993,FORD,RANGER,SILVER,2018.0,35.0,Male
869716066076622,SUZUKI,ERTIGA,WHITE,2022.0,56.0,Male
869716066083271,TOYOTA,COROLLA,BLUE,2011.0,71.0,Male
869716066084451,TOYOTA,RUMION,WHITE / WIT,2022.0,36.0,Male
869716066086282,TOYOTA,ETIOS,SILVER / SILWER,2012.0,57.0,Female
869716066093973,NISSAN,QASHQAI,GREY,2021.0,47.0,Male
869716066098055,VOLKSWAGEN,POLO GP 1.4 COMFORTLINE,WHITE,2018.0,44.0,Male
869716066105025,FORD,RANGER,BLACK,2014.0,45.0,Male
869716066136699,SUZUKI,DZIRE 1.2 GA,UNKNOWN,2023.0,27.0,Female
869716066189094,RENAULT,TRIBER,MAROON,2023.0,60.0,Female
869716066196289,RENAULT,TRIBER 1.0 DYNAMIQUE/ZEN,RED,2023.0,58.0,Female
869716067376252,CHERY,TIGGO 4 PRO 1.5T ELITE SE CVT,GREY,2023.0,59.0,Female
869716067397613,VOLKSWAGEN,POLO,BLUE,2021.0,38.0,Male
869716067407370,VOLKSWAGEN,POLO,WHITE,2022.0,59.0,Male
869716067453150,TOYOTA,ETIOS,GOLD,2013.0,35.0,Female
869716067527235,HYUNDAI,I20 FACELIFT,WHITE / WIT,2014.0,36.0,Male
869716067545682,TOYOTA,COROLLA,SILVER,2016.0,60.0,Female
869716067547175,KIA,SPORTAGE QL,WHITE,2020.0,58.0,Male
869716067553629,VOLKSWAGEN,POLO VIVO 1.0 TSI GT (5DR) (2018 - 2019),WHITE,2019.0,36.0,Male
869716068334938,FORD,ECOSPORT,GREY,2020.0,71.0,Female
869716068420596,TOYOTA,STARLET,BRONZE,2023.0,49.0,Female
869716068425876,TOYOTA,QUANTUM,WHITE,2023.0,52.0,Female
869716068474437,TOYOTA,FORTUNER,WHITE,2018.0,62.0,Male
869716068564146,NISSAN,Quashqai,WHITE,2023.0,52.0,Female
860305051230771,TOYOTA,86,RED / ROOI,2013.0,59.0,Male
860305051320457,TOYOTA,HILUX,SILVER / SILWER,2022.0,52.0,Male
860305051333450,VOLKSWAGEN,POLO 1.0 TSI LIFE,WHITE,2023.0,38.0,Female
860305051554121,NISSAN,QASHQAI,WHITE,2015.0,41.0,Male
860305054975661,TOYOTA,RUMION,WHITE,2022.0,56.0,Male
860305055012878,TOYOTA,COROLLA,SILVER / SILWER,2021.0,69.0,Male
860305055016143,HYUNDAI,ACCENT,BEIGE / BEIGE,2011.0,61.0,Female
860305055021887,FORD,FIGO,WHITE,2018.0,37.0,Female
860305055032009,HYUNDAI,i10 1.1 GLS/MOTION,SILVER,2015.0,51.0,Male
860305055038394,FIAT,FIORINO,WHITE,2014.0,49.0,Male
860305055057683,VOLKSWAGEN,VW 250 - POLO,RED,2014.0,65.0,Male
860305056124698,HYUNDAI,i10,RED / ROOI,2013.0,42.0,Male
860305056154968,VOLKSWAGEN,POLO VIVO,GREY,2020.0,41.0,Male
860305056183496,TOYOTA,AVANZA,BLUE / BLOU,2010.0,40.0,Female
860305056188453,NISSAN,ALMERA,RED / ROOI,2003.0,61.0,Male
860305056198965,VOLKSWAGEN,VW 240-POLO VIVO,WHITE / WIT,2016.0,39.0,Female
860305056214895,SUZUKI,DZIRE,WHITE,2020.0,45.0,Male
860305056259288,HYUNDAI,ATOS,SILVER / SILWER,2022.0,61.0,Female
860305056264908,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE (5DR),WHITE,2023.0,26.0,Female
860305056279880,TOYOTA,URBAN CRUISER,BROWN,2022.0,33.0,Female
860305056284526,FORD,ECO SPORT,SILVER,2021.0,62.0,Male
860305056487020,SUZUKI,CIAZ 1.5 GL,WHITE,2023.0,46.0,Male
860305056525530,ISUZU,KB,RED / ROOI,2006.0,60.0,Male
860305056550835,SUZUKI,ERTIGA,WHITE,2022.0,37.0,Male
860305056578208,TOYOTA,COROLLA CROSS 1.8 XR,MAROON,2023.0,62.0,Male
860305056578224,TOYOTA,RAV4 2.0 GX,BRONZE,2016.0,60.0,Female
860305056582606,MERCEDES-BENZ,W204,SILVER / SILWER,2008.0,57.0,Male
860305056676721,SUZUKI,S-PRESSO,WHITE / WIT,2023.0,38.0,Female
860305056693551,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR),WHITE,2022.0,30.0,Male
860305056723242,RENAULT,TRIBER 1.0 EXPRESSION/LIFE,BLUE,2023.0,34.0,Male
860305056728621,SUZUKI,DZIRE,GREY / GRYS,2023.0,34.0,Male
860305056732730,MERCEDES-BENZ,W 205,SILVER / SILWER,2019.0,60.0,Male
860305056782917,SUZUKI,ERTIGA 1.5 GA,WHITE,2023.0,35.0,Male
860305056857875,VOLKSWAGEN,VW 251 - POLO,RED,2021.0,38.0,Female
860305056993613,CHEVROLET,UTILITY,WHITE / WIT,2017.0,41.0,Male
860305056995162,KIA,K2500,WHITE,2023.0,52.0,Female
860305056999909,MITSUBISHI,ECLIPSE CROSS,RED / ROOI,2023.0,62.0,Male
860305057016620,ISUZU,D-MAX,WHITE / WIT,2021.0,38.0,Male
860305057023204,HONDA,JAZZ,WHITE,2023.0,73.0,Female
860305057038665,HYUNDAI,VENUE,SILVER,2023.0,55.0,Female
860305057062418,SUZUKI,ERTIGA,WHITE,2023.0,33.0,Male
860305057065734,JEEP,RENEGADE,ORANGE / ORANJE,2016.0,39.0,Female
860305057084008,NISSAN,NP 200,WHITE,2023.0,65.0,Female
861755076829669,NISSAN,LIVINA X-GEAR,GOLD,2012.0,51.0,Female
864714060544625,TOYOTA,STARLET,BLUE / BLOU,2021.0,52.0,Male
864714060559391,TOYOTA,YARIS,WHITE,2015.0,49.0,Male
864714060564250,HYUNDAI,TUCSON,WHITE / WIT,2019.0,55.0,Female
864714060566941,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR),BLUE,2023.0,51.0,Male
864714060571149,RENAULT,TRIBER,BLUE,2023.0,60.0,Female
864714060574994,PEUGEOT,1007 1.6 2-TRONIC,SILVER,2006.0,66.0,Female
864714060606572,CHEVROLET,UTILITY,WHITE,2015.0,55.0,Female
864714060608925,LEXUS,IS 250 A/T,BLACK,2010.0,66.0,Male
864714060615961,CHEVROLET,UTILITY,WHITE,2011.0,70.0,Male
864714060632859,NISSAN,NP300,WHITE,2012.0,47.0,Male
864714060677565,HAVAL,H2,WHITE,2021.0,55.0,Female
864714060684272,VOLKSWAGEN,POLO 1.0 TSI TRENDLINE,BLUE,2021.0,43.0,Female
864714060686327,KIA,RIO,WHITE,2012.0,50.0,Female
864714060687564,FORD,RANGER,WHITE / WIT,2018.0,57.0,Female
864714060688109,HYUNDAI,CRETA GS,WHITE / WIT,2018.0,42.0,Female
864714060691350,NISSAN,NP 200,WHITE,2022.0,37.0,Male
864714060694537,KIA,PICANTO,RED,2020.0,30.0,Female
864714060713956,SUZUKI,BALENO,BLUE,2023.0,38.0,Male
864714060730794,VOLKSWAGEN,T5 CARAVELLE,WHITE,2013.0,39.0,Male
864714062282422,TOYOTA,COROLLA,BRONZE / BRONS,2015.0,56.0,Female
864714067432303,SUZUKI,SWIFT,RED,2024.0,31.0,Female
868440060012811,MERCEDES-BENZ,C200,RED,2023.0,45.0,Female
868440060023420,TOYOTA,STARLET 1.4 XS,SILVER,2021.0,39.0,Male
868440060044160,BMW,3 SERIES,WHITE / WIT,2017.0,48.0,Male
868440060059663,SUZUKI,ERTIGA 1.5 GA,SILVER,2023.0,57.0,Male
868440060099222,HYUNDAI,TUCSON,BRONZE,2023.0,57.0,Female
868440060716932,VOLKSWAGEN,VW 360-GOLF,SILVER / SILWER,2010.0,37.0,Male
868440060728135,TOYOTA,RUMION,WHITE / WIT,2021.0,35.0,Male
868440060733499,HYUNDAI,VENUE 1.2 MOTION,SILVER,2023.0,49.0,Female
868440060742318,HYUNDAI,GRAND i10 1.0 FLUID,WHITE,2023.0,38.0,Female
868440060755294,HYUNDAI,i20,GREY / GRYS,2023.0,52.0,Female
868440060757373,TOYOTA,COROLLA CROSS,WHITE,2022.0,56.0,Female
868440060764437,MERCEDES-BENZ,C200 BE CLASSIC A/T,WHITE,2013.0,38.0,Male
868440060778650,ISUZU,D-MAX,WHITE,2021.0,46.0,Male
868440060781258,FORD,KUGA,WHITE / WIT,2015.0,48.0,Female
868440060796819,HYUNDAI,KWID,BLUE,2018.0,28.0,Female
868440060811527,HYUNDAI,VENUE,WHITE,2023.0,47.0,Female
868440060819397,MERCEDES-BENZ,CLA250 SPORT 4MATIC,SILVER,2015.0,31.0,Male
868440060834651,VOLKSWAGEN,VW 25X - POLO VIVO,BLUE / BLOU,2023.0,36.0,Male
868440060848461,MITSUBISHI,ASX 2.0 5DR GLS A/T,SILVER,2023.0,,
869716064084479,VOLKSWAGEN,VW 25X - POLO VIVO,BLUE,2021.0,37.0,Male
869716064084859,TOYOTA,ETIOS,BLUE / BLOU,2013.0,44.0,Female
869716064106041,MAZDA,2,BLUE,2020.0,29.0,Female
869716064128987,NISSAN,NAVARA,SILVER,2020.0,60.0,Male
869716064170203,GWM,M4 1.5 CROSSOVER,ORANGE,2018.0,52.0,Female
869716064177125,TOYOTA,COROLLA,WHITE,2023.0,32.0,Male
869716064180921,FORD,1.6L BZ CORE,GREY /  GRY,2007.0,54.0,Male
869716064190995,VOLVO,V40,WHITE / WIT,2014.0,39.0,Female
869716064194294,FORD,RANGER,GREY / GRYS,2022.0,61.0,Male
869716066001166,SUZUKI,SWIFT,WHITE,2018.0,55.0,Male
869716066014169,RENAULT,KWID,RED,2019.0,46.0,Female
869716066017279,VOLKSWAGEN,VW 240-POLO VIVO,WHITE,2017.0,51.0,Male
869716066028730,TOYOTA,Starlet 1.5L Xs AT,WHITE,2022.0,52.0,Female
869716066035511,TOYOTA,VITZ,WHITE,2022.0,46.0,Male
869716066036592,SUZUKI,S-PRESSO,WHITE,2023.0,55.0,Female
869716066045767,TOYOT,AVANZA,WHITE,2018.0,40.0,Female
869716066059982,TOYOTA,RUMION 1.5 SX,UNKNOWN,2023.0,62.0,Male
869716066074502,SUZUKI,DZIRE,WHITE,2023.0,37.0,Male
869716066100828,MAZDA,BT-50,WHITE,2017.0,43.0,Female
869716066106775,SUZUKI,SWIFT 1.2 GA,SILVER,2023.0,42.0,Female
869716066151581,MERCEDES-BENZ,W 205,GREY /  GRY,2014.0,62.0,Female
869716066153090,VOLKSWAGEN,POLO,GOLD,2014.0,43.0,Male
869716066164089,TOYOTA,YARIS,BLUE,2012.0,50.0,Female
869716066170383,AUDI,AU 316 Q3,GREY,2013.0,37.0,Male
869716066171191,MERCEDES-BENZ,C180,WHITE,2019.0,54.0,Male
869716066187130,HYUNDAI,GRAND i10 1.0 MOTION,SILVER,2023.0,39.0,Male
869716067379140,VOLKSWAGEN,JETTA 4 TDI,WHITE,2004.0,43.0,Female
869716067381989,TOYOTA,RUSH,RED,2019.0,34.0,Female
869716067405861,MERCEDES-BENZ,W 205,WHITE / WIT,2019.0,39.0,Male
869716067438169,TOYOTA,ETIOS,WHITE,2019.0,66.0,Male
869716067474677,VOLKSWAGEN,VW 240-POLO VIVO,WHITE,2016.0,35.0,Male
869716067476391,TOYOTA,COROLLA QUEST 1.8,WHITE,2020.0,53.0,Male
869716067538000,TOYOTA,HIACE,WHITE / WIT,2023.0,63.0,Male
869716067541160,RENAULT,KWID,BROWN,2018.0,65.0,Male
869716067552431,SUZUKI,SWIFT,WHITE,2021.0,36.0,Female
869716067553769,VOLKSWAGEN,POLO VIVO,WHITE,2019.0,28.0,Male
869716068376038,ISUZU,DMAX 250 HO HI-RIDER A/T D/C P/U,WHITE,2024.0,,
869716068407247,VOLKSWAGEN,VW 240-POLO VIVO,SILVER / SILWER,2012.0,45.0,Female
869716068442459,MERCEDES-BENZ,W 176,WHITE / WIT,2015.0,39.0,Male
869716068443226,KIA,RIO,BRONZE,2023.0,37.0,Female
869716068472225,MERCEDES-BENZ,W 205,WHITE,2017.0,41.0,Male
869716068510321,VOLKSWAGEN,GOLF VI,SILVER,2015.0,54.0,Male
869716068514943,RENAULT,TRIBER,SILVER,2024.0,49.0,Male
869716068523472,VOLKSWAGEN,VW 250 - POLO,SILVER,2014.0,54.0,Male
869716068559104,SUZUKI,SWIFT,WHITE,2023.0,68.0,Female
